Area,Pincode,Date,Actual_Waste_kg
Frazer Town,560086,2025-03-19,67210
Frazer Town,560086,2025-03-20,67335
Frazer Town,560086,2025-03-21,70189
Frazer Town,560086,2025-03-22,68698
Frazer Town,560086,2025-03-23,69502
Frazer Town,560086,2025-03-24,66481
Frazer Town,560086,2025-03-25,64738
Frazer Town,560086,2025-03-26,68309
Frazer Town,560086,2025-03-27,70259
Frazer Town,560086,2025-03-28,68655
Frazer Town,560086,2025-03-29,66023
Frazer Town,560086,2025-03-30,68622
Frazer Town,560086,2025-03-31,70034
Frazer Town,560086,2025-04-01,70090
Frazer Town,560086,2025-04-02,68607
Frazer Town,560086,2025-04-03,65592
Frazer Town,560086,2025-04-04,67657
Frazer Town,560086,2025-04-05,64884
Frazer Town,560086,2025-04-06,66122
Frazer Town,560086,2025-04-07,68400
Frazer Town,560086,2025-04-08,66352
Frazer Town,560086,2025-04-09,69997
Frazer Town,560086,2025-04-10,64958
Frazer Town,560086,2025-04-11,65346
Frazer Town,560086,2025-04-12,68629
Frazer Town,560086,2025-04-13,68934
Frazer Town,560086,2025-04-14,68018
Frazer Town,560086,2025-04-15,68746
Frazer Town,560086,2025-04-16,66473
Frazer Town,560086,2025-04-17,70181
Frazer Town,560086,2025-04-18,65366
Frazer Town,560086,2025-04-19,68023
Frazer Town,560086,2025-04-20,68252
Frazer Town,560086,2025-04-21,65173
Frazer Town,560086,2025-04-22,69941
Frazer Town,560086,2025-04-23,70147
Frazer Town,560086,2025-04-24,70417
Frazer Town,560086,2025-04-25,68890
Frazer Town,560086,2025-04-26,66732
Frazer Town,560086,2025-04-27,64540
Frazer Town,560086,2025-04-28,69723
Frazer Town,560086,2025-04-29,70278
Frazer Town,560086,2025-04-30,65870
Frazer Town,560086,2025-05-01,65484
Frazer Town,560086,2025-05-02,64617
Frazer Town,560086,2025-05-03,68495
Frazer Town,560086,2025-05-04,66276
Frazer Town,560086,2025-05-05,67263
Frazer Town,560086,2025-05-06,70474
Frazer Town,560086,2025-05-07,67212
Frazer Town,560086,2025-05-08,66070
Frazer Town,560086,2025-05-09,67822
Frazer Town,560086,2025-05-10,67761
Frazer Town,560086,2025-05-11,68017
Frazer Town,560086,2025-05-12,64782
Frazer Town,560086,2025-05-13,64816
Frazer Town,560086,2025-05-14,67204
Frazer Town,560086,2025-05-15,64765
Frazer Town,560086,2025-05-16,67613
Frazer Town,560086,2025-05-17,65865
Frazer Town,560086,2025-05-18,67904
Frazer Town,560086,2025-05-19,66763
Frazer Town,560086,2025-05-20,64914
Frazer Town,560086,2025-05-21,65396
Frazer Town,560086,2025-05-22,68552
Frazer Town,560086,2025-05-23,70495
Frazer Town,560086,2025-05-24,68448
Frazer Town,560086,2025-05-25,67219
Frazer Town,560086,2025-05-26,65566
Frazer Town,560086,2025-05-27,70264
Frazer Town,560086,2025-05-28,67075
Frazer Town,560086,2025-05-29,67769
Frazer Town,560086,2025-05-30,67154
Frazer Town,560086,2025-05-31,67618
Frazer Town,560086,2025-06-01,68588
Frazer Town,560086,2025-06-02,65868
Frazer Town,560086,2025-06-03,67269
Frazer Town,560086,2025-06-04,67612
Frazer Town,560086,2025-06-05,66978
Frazer Town,560086,2025-06-06,70315
Frazer Town,560086,2025-06-07,68023
Frazer Town,560086,2025-06-08,65952
Frazer Town,560086,2025-06-09,66779
Frazer Town,560086,2025-06-10,68977
Frazer Town,560086,2025-06-11,66792
Frazer Town,560086,2025-06-12,68014
Frazer Town,560086,2025-06-13,65058
Frazer Town,560086,2025-06-14,66465
Frazer Town,560086,2025-06-15,66173
Frazer Town,560086,2025-06-16,65396
Frazer Town,560086,2025-06-17,66992
Frazer Town,560086,2025-06-18,69120
Frazer Town,560086,2025-06-19,65781
Frazer Town,560086,2025-06-20,64607
Frazer Town,560086,2025-06-21,67333
Frazer Town,560086,2025-06-22,66691
Frazer Town,560086,2025-06-23,65091
Frazer Town,560086,2025-06-24,65238
Frazer Town,560086,2025-06-25,67471
Frazer Town,560086,2025-06-26,65724
Frazer Town,560086,2025-06-27,70205
Frazer Town,560086,2025-06-28,66951
Frazer Town,560086,2025-06-29,69469
Frazer Town,560086,2025-06-30,70316
Frazer Town,560086,2025-07-01,67781
Frazer Town,560086,2025-07-02,67269
Frazer Town,560086,2025-07-03,70382
Frazer Town,560086,2025-07-04,66449
Frazer Town,560086,2025-07-05,65619
Frazer Town,560086,2025-07-06,64775
Frazer Town,560086,2025-07-07,69440
Frazer Town,560086,2025-07-08,67386
Frazer Town,560086,2025-07-09,69172
Frazer Town,560086,2025-07-10,69597
Frazer Town,560086,2025-07-11,69770
Frazer Town,560086,2025-07-12,66085
Frazer Town,560086,2025-07-13,66016
Frazer Town,560086,2025-07-14,69075
Frazer Town,560086,2025-07-15,68616
Frazer Town,560086,2025-07-16,67271
Frazer Town,560086,2025-07-17,66581
Frazer Town,560086,2025-07-18,70026
Frazer Town,560086,2025-07-19,68559
Frazer Town,560086,2025-07-20,66744
Frazer Town,560086,2025-07-21,66673
Frazer Town,560086,2025-07-22,65370
Frazer Town,560086,2025-07-23,68473
Frazer Town,560086,2025-07-24,67542
Frazer Town,560086,2025-07-25,65663
Frazer Town,560086,2025-07-26,64735
Frazer Town,560086,2025-07-27,65168
Frazer Town,560086,2025-07-28,68987
Frazer Town,560086,2025-07-29,65073
Frazer Town,560086,2025-07-30,68055
Frazer Town,560086,2025-07-31,67528
Frazer Town,560086,2025-08-01,69209
Frazer Town,560086,2025-08-02,64791
Frazer Town,560086,2025-08-03,66638
Frazer Town,560086,2025-08-04,65793
Frazer Town,560086,2025-08-05,64886
Frazer Town,560086,2025-08-06,67992
Frazer Town,560086,2025-08-07,68605
Frazer Town,560086,2025-08-08,64946
Frazer Town,560086,2025-08-09,70316
Frazer Town,560086,2025-08-10,66716
Frazer Town,560086,2025-08-11,68762
Frazer Town,560086,2025-08-12,70016
Frazer Town,560086,2025-08-13,65404
Frazer Town,560086,2025-08-14,65864
Frazer Town,560086,2025-08-15,69399
Frazer Town,560086,2025-08-16,66907
Frazer Town,560086,2025-08-17,65664
Frazer Town,560086,2025-08-18,69245
Frazer Town,560086,2025-08-19,69029
Frazer Town,560086,2025-08-20,67285
Frazer Town,560086,2025-08-21,70368
Frazer Town,560086,2025-08-22,66079
Frazer Town,560086,2025-08-23,67373
Frazer Town,560086,2025-08-24,69924
Frazer Town,560086,2025-08-25,65150
Frazer Town,560086,2025-08-26,67528
Frazer Town,560086,2025-08-27,66166
Frazer Town,560086,2025-08-28,67915
Frazer Town,560086,2025-08-29,68097
Frazer Town,560086,2025-08-30,65757
Frazer Town,560086,2025-08-31,65362
Frazer Town,560086,2025-09-01,66466
Frazer Town,560086,2025-09-02,68892
Frazer Town,560086,2025-09-03,69754
Frazer Town,560086,2025-09-04,69748
Frazer Town,560086,2025-09-05,70053
Frazer Town,560086,2025-09-06,67004
Frazer Town,560086,2025-09-07,64770
Frazer Town,560086,2025-09-08,69108
Frazer Town,560086,2025-09-09,66107
Frazer Town,560086,2025-09-10,65263
Frazer Town,560086,2025-09-11,70429
Frazer Town,560086,2025-09-12,68774
Frazer Town,560086,2025-09-13,67089
Frazer Town,560086,2025-09-14,68918
Frazer Town,560086,2025-09-15,70234
Frazer Town,560086,2025-09-16,67322
Frazer Town,560086,2025-09-17,67165
Frazer Town,560086,2025-09-18,68129
Frazer Town,560086,2025-09-19,68819
Frazer Town,560086,2025-09-20,65083
Frazer Town,560086,2025-09-21,68475
Frazer Town,560086,2025-09-22,68889
Frazer Town,560086,2025-09-23,64995
Frazer Town,560086,2025-09-24,68114
Frazer Town,560086,2025-09-25,67475
Frazer Town,560086,2025-09-26,69281
Frazer Town,560086,2025-09-27,66886
Frazer Town,560086,2025-09-28,66630
Frazer Town,560086,2025-09-29,67178
Frazer Town,560086,2025-09-30,67848
Frazer Town,560086,2025-10-01,65497
Frazer Town,560086,2025-10-02,68196
Frazer Town,560086,2025-10-03,65773
Frazer Town,560086,2025-10-04,65877
Frazer Town,560086,2025-10-05,65205
Frazer Town,560086,2025-10-06,69759
Frazer Town,560086,2025-10-07,65742
Frazer Town,560086,2025-10-08,69173
Frazer Town,560086,2025-10-09,68010
Frazer Town,560086,2025-10-10,69307
Frazer Town,560086,2025-10-11,67820
Frazer Town,560086,2025-10-12,69837
Frazer Town,560086,2025-10-13,65684
Frazer Town,560086,2025-10-14,67182
Frazer Town,560086,2025-10-15,66423
Frazer Town,560086,2025-10-16,67220
Frazer Town,560086,2025-10-17,65706
Frazer Town,560086,2025-10-18,64588
Frazer Town,560086,2025-10-19,69199
Frazer Town,560086,2025-10-20,65053
Frazer Town,560086,2025-10-21,69266
Frazer Town,560086,2025-10-22,69176
Frazer Town,560086,2025-10-23,64979
Frazer Town,560086,2025-10-24,69981
Frazer Town,560086,2025-10-25,67637
Frazer Town,560086,2025-10-26,67903
Frazer Town,560086,2025-10-27,68735
Frazer Town,560086,2025-10-28,66519
Frazer Town,560086,2025-10-29,64848
Frazer Town,560086,2025-10-30,64614
Frazer Town,560086,2025-10-31,67713
Frazer Town,560086,2025-11-01,70236
Frazer Town,560086,2025-11-02,68651
Frazer Town,560086,2025-11-03,67658
Frazer Town,560086,2025-11-04,68416
Frazer Town,560086,2025-11-05,69276
Frazer Town,560086,2025-11-06,65500
Frazer Town,560086,2025-11-07,68602
Frazer Town,560086,2025-11-08,68355
Frazer Town,560086,2025-11-09,67348
Frazer Town,560086,2025-11-10,69717
Frazer Town,560086,2025-11-11,66847
Frazer Town,560086,2025-11-12,69191
Frazer Town,560086,2025-11-13,67605
Frazer Town,560086,2025-11-14,69598
Frazer Town,560086,2025-11-15,67511
Frazer Town,560086,2025-11-16,64752
Frazer Town,560086,2025-11-17,70183
Frazer Town,560086,2025-11-18,66376
Frazer Town,560086,2025-11-19,68728
Frazer Town,560086,2025-11-20,68791
Frazer Town,560086,2025-11-21,66755
Frazer Town,560086,2025-11-22,65162
Frazer Town,560086,2025-11-23,64984
Frazer Town,560086,2025-11-24,67927
Frazer Town,560086,2025-11-25,68774
Frazer Town,560086,2025-11-26,67702
Frazer Town,560086,2025-11-27,69682
Frazer Town,560086,2025-11-28,67888
Frazer Town,560086,2025-11-29,69336
Frazer Town,560086,2025-11-30,67956
Frazer Town,560086,2025-12-01,69615
Frazer Town,560086,2025-12-02,70096
Frazer Town,560086,2025-12-03,68141
Frazer Town,560086,2025-12-04,66234
Frazer Town,560086,2025-12-05,64820
Frazer Town,560086,2025-12-06,65308
Frazer Town,560086,2025-12-07,66939
Frazer Town,560086,2025-12-08,70385
Frazer Town,560086,2025-12-09,67324
Frazer Town,560086,2025-12-10,68333
Frazer Town,560086,2025-12-11,69364
Frazer Town,560086,2025-12-12,70370
Frazer Town,560086,2025-12-13,64646
Frazer Town,560086,2025-12-14,67831
Frazer Town,560086,2025-12-15,65559
Frazer Town,560086,2025-12-16,70006
Frazer Town,560086,2025-12-17,66928
Frazer Town,560086,2025-12-18,68163
Frazer Town,560086,2025-12-19,65446
Frazer Town,560086,2025-12-20,67236
Frazer Town,560086,2025-12-21,65413
Frazer Town,560086,2025-12-22,66636
Frazer Town,560086,2025-12-23,67382
Frazer Town,560086,2025-12-24,69536
Frazer Town,560086,2025-12-25,69595
Frazer Town,560086,2025-12-26,69294
Frazer Town,560086,2025-12-27,66531
Frazer Town,560086,2025-12-28,66545
Frazer Town,560086,2025-12-29,67857
Frazer Town,560086,2025-12-30,68408
Frazer Town,560086,2025-12-31,66830
Richmond Town,560180,2025-01-01,60085
Richmond Town,560180,2025-01-02,57477
Richmond Town,560180,2025-01-03,61536
Richmond Town,560180,2025-01-04,60863
Richmond Town,560180,2025-01-05,57591
Richmond Town,560180,2025-01-06,59421
Richmond Town,560180,2025-01-07,60790
Richmond Town,560180,2025-01-08,59872
Richmond Town,560180,2025-01-09,62281
Richmond Town,560180,2025-01-10,60349
Richmond Town,560180,2025-01-11,57578
Richmond Town,560180,2025-01-12,58891
Richmond Town,560180,2025-01-13,60618
Richmond Town,560180,2025-01-14,62386
Richmond Town,560180,2025-01-15,62957
Richmond Town,560180,2025-01-16,60548
Richmond Town,560180,2025-01-17,57967
Richmond Town,560180,2025-01-18,61532
Richmond Town,560180,2025-01-19,60923
Richmond Town,560180,2025-01-20,62839
Richmond Town,560180,2025-01-21,59979
Richmond Town,560180,2025-01-22,59207
Richmond Town,560180,2025-01-23,62613
Richmond Town,560180,2025-01-24,59037
Richmond Town,560180,2025-01-25,59905
Richmond Town,560180,2025-01-26,61120
Richmond Town,560180,2025-01-27,57326
Richmond Town,560180,2025-01-28,57316
Richmond Town,560180,2025-01-29,58014
Richmond Town,560180,2025-01-30,59313
Richmond Town,560180,2025-01-31,61578
Richmond Town,560180,2025-02-01,62695
Richmond Town,560180,2025-02-02,61274
Richmond Town,560180,2025-02-03,60044
Richmond Town,560180,2025-02-04,57295
Richmond Town,560180,2025-02-05,61305
Richmond Town,560180,2025-02-06,59010
Richmond Town,560180,2025-02-07,58274
Richmond Town,560180,2025-02-08,60363
Richmond Town,560180,2025-02-09,61209
Richmond Town,560180,2025-02-10,57204
Richmond Town,560180,2025-02-11,62300
Richmond Town,560180,2025-02-12,58698
Richmond Town,560180,2025-02-13,62063
Richmond Town,560180,2025-02-14,60748
Richmond Town,560180,2025-02-15,58472
Richmond Town,560180,2025-02-16,58759
Richmond Town,560180,2025-02-17,59596
Richmond Town,560180,2025-02-18,61727
Richmond Town,560180,2025-02-19,57297
Richmond Town,560180,2025-02-20,57622
Richmond Town,560180,2025-02-21,57936
Richmond Town,560180,2025-02-22,61334
Richmond Town,560180,2025-02-23,58705
Richmond Town,560180,2025-02-24,59735
Richmond Town,560180,2025-02-25,57751
Richmond Town,560180,2025-02-26,58053
Richmond Town,560180,2025-02-27,57289
Richmond Town,560180,2025-02-28,62648
Richmond Town,560180,2025-03-01,59260
Richmond Town,560180,2025-03-02,58806
Richmond Town,560180,2025-03-03,58547
Richmond Town,560180,2025-03-04,59512
Richmond Town,560180,2025-03-05,59680
Richmond Town,560180,2025-03-06,60105
Richmond Town,560180,2025-03-07,59529
Richmond Town,560180,2025-03-08,60226
Richmond Town,560180,2025-03-09,60450
Richmond Town,560180,2025-03-10,57515
Richmond Town,560180,2025-03-11,58665
Richmond Town,560180,2025-03-12,60165
Richmond Town,560180,2025-03-13,59002
Richmond Town,560180,2025-03-14,60971
Richmond Town,560180,2025-03-15,59903
Richmond Town,560180,2025-03-16,62929
Richmond Town,560180,2025-03-17,62954
Richmond Town,560180,2025-03-18,62373
Richmond Town,560180,2025-03-19,60425
Richmond Town,560180,2025-03-20,58032
Richmond Town,560180,2025-03-21,59720
Richmond Town,560180,2025-03-22,62452
Richmond Town,560180,2025-03-23,59627
Richmond Town,560180,2025-03-24,61135
Richmond Town,560180,2025-03-25,60783
Richmond Town,560180,2025-03-26,57818
Richmond Town,560180,2025-03-27,59599
Richmond Town,560180,2025-03-28,61571
Richmond Town,560180,2025-03-29,58152
Richmond Town,560180,2025-03-30,60920
Richmond Town,560180,2025-03-31,59667
Richmond Town,560180,2025-04-01,60215
Richmond Town,560180,2025-04-02,58100
Richmond Town,560180,2025-04-03,58195
Richmond Town,560180,2025-04-04,61096
Richmond Town,560180,2025-04-05,58100
Richmond Town,560180,2025-04-06,60134
Richmond Town,560180,2025-04-07,58440
Richmond Town,560180,2025-04-08,60390
Richmond Town,560180,2025-04-09,57468
Richmond Town,560180,2025-04-10,62544
Richmond Town,560180,2025-04-11,58390
Richmond Town,560180,2025-04-12,57277
Richmond Town,560180,2025-04-13,60350
Richmond Town,560180,2025-04-14,62123
Richmond Town,560180,2025-04-15,61085
Richmond Town,560180,2025-04-16,58472
Richmond Town,560180,2025-04-17,59193
Richmond Town,560180,2025-04-18,58539
Richmond Town,560180,2025-04-19,61408
Richmond Town,560180,2025-04-20,59993
Richmond Town,560180,2025-04-21,62409
Richmond Town,560180,2025-04-22,61695
Richmond Town,560180,2025-04-23,57519
Richmond Town,560180,2025-04-24,62676
Richmond Town,560180,2025-04-25,62135
Richmond Town,560180,2025-04-26,61503
Richmond Town,560180,2025-04-27,58263
Richmond Town,560180,2025-04-28,61330
Richmond Town,560180,2025-04-29,60580
Richmond Town,560180,2025-04-30,60891
Richmond Town,560180,2025-05-01,57944
Richmond Town,560180,2025-05-02,57616
Richmond Town,560180,2025-05-03,59559
Richmond Town,560180,2025-05-04,62459
Richmond Town,560180,2025-05-05,60311
Richmond Town,560180,2025-05-06,58290
Richmond Town,560180,2025-05-07,59052
Richmond Town,560180,2025-05-08,59842
Richmond Town,560180,2025-05-09,59493
Richmond Town,560180,2025-05-10,59283
Richmond Town,560180,2025-05-11,57825
Richmond Town,560180,2025-05-12,61603
Richmond Town,560180,2025-05-13,59706
Richmond Town,560180,2025-05-14,59444
Richmond Town,560180,2025-05-15,57295
Richmond Town,560180,2025-05-16,61992
Richmond Town,560180,2025-05-17,58093
Richmond Town,560180,2025-05-18,57562
Richmond Town,560180,2025-05-19,61741
Richmond Town,560180,2025-05-20,62855
Richmond Town,560180,2025-05-21,59511
Richmond Town,560180,2025-05-22,57786
Richmond Town,560180,2025-05-23,58149
Richmond Town,560180,2025-05-24,60027
Richmond Town,560180,2025-05-25,58232
Richmond Town,560180,2025-05-26,61421
Richmond Town,560180,2025-05-27,59416
Richmond Town,560180,2025-05-28,59947
Richmond Town,560180,2025-05-29,58957
Richmond Town,560180,2025-05-30,58954
Richmond Town,560180,2025-05-31,62664
Richmond Town,560180,2025-06-01,57651
Richmond Town,560180,2025-06-02,57407
Richmond Town,560180,2025-06-03,58669
Richmond Town,560180,2025-06-04,62973
Richmond Town,560180,2025-06-05,61306
Richmond Town,560180,2025-06-06,58495
Richmond Town,560180,2025-06-07,63070
Richmond Town,560180,2025-06-08,61707
Richmond Town,560180,2025-06-09,62531
Richmond Town,560180,2025-06-10,58654
Richmond Town,560180,2025-06-11,58234
Richmond Town,560180,2025-06-12,58022
Richmond Town,560180,2025-06-13,61265
Richmond Town,560180,2025-06-14,61001
Richmond Town,560180,2025-06-15,59611
Richmond Town,560180,2025-06-16,62115
Richmond Town,560180,2025-06-17,57898
Richmond Town,560180,2025-06-18,62173
Richmond Town,560180,2025-06-19,62847
Richmond Town,560180,2025-06-20,59014
Richmond Town,560180,2025-06-21,58960
Richmond Town,560180,2025-06-22,59897
Richmond Town,560180,2025-06-23,62595
Richmond Town,560180,2025-06-24,61175
Richmond Town,560180,2025-06-25,61343
Richmond Town,560180,2025-06-26,62935
Richmond Town,560180,2025-06-27,61731
Richmond Town,560180,2025-06-28,59883
Richmond Town,560180,2025-06-29,62975
Richmond Town,560180,2025-06-30,59123
Richmond Town,560180,2025-07-01,60813
Richmond Town,560180,2025-07-02,60010
Richmond Town,560180,2025-07-03,61481
Richmond Town,560180,2025-07-04,59440
Richmond Town,560180,2025-07-05,58738
Richmond Town,560180,2025-07-06,61615
Richmond Town,560180,2025-07-07,57667
Richmond Town,560180,2025-07-08,62341
Richmond Town,560180,2025-07-09,61774
Richmond Town,560180,2025-07-10,61376
Richmond Town,560180,2025-07-11,57171
Richmond Town,560180,2025-07-12,58838
Richmond Town,560180,2025-07-13,57635
Richmond Town,560180,2025-07-14,58206
Richmond Town,560180,2025-07-15,61581
Richmond Town,560180,2025-07-16,62860
Richmond Town,560180,2025-07-17,58406
Richmond Town,560180,2025-07-18,59618
Richmond Town,560180,2025-07-19,60129
Richmond Town,560180,2025-07-20,57344
Richmond Town,560180,2025-07-21,60020
Richmond Town,560180,2025-07-22,57363
Richmond Town,560180,2025-07-23,61319
Richmond Town,560180,2025-07-24,60385
Richmond Town,560180,2025-07-25,58107
Richmond Town,560180,2025-07-26,63034
Richmond Town,560180,2025-07-27,58868
Richmond Town,560180,2025-07-28,60842
Richmond Town,560180,2025-07-29,59318
Richmond Town,560180,2025-07-30,60381
Richmond Town,560180,2025-07-31,61001
Richmond Town,560180,2025-08-01,61141
Richmond Town,560180,2025-08-02,59222
Richmond Town,560180,2025-08-03,61670
Richmond Town,560180,2025-08-04,63098
Richmond Town,560180,2025-08-05,61269
Richmond Town,560180,2025-08-06,60820
Richmond Town,560180,2025-08-07,59638
Richmond Town,560180,2025-08-08,62180
Richmond Town,560180,2025-08-09,60774
Richmond Town,560180,2025-08-10,59076
Richmond Town,560180,2025-08-11,58579
Richmond Town,560180,2025-08-12,57604
Richmond Town,560180,2025-08-13,62343
Richmond Town,560180,2025-08-14,57928
Richmond Town,560180,2025-08-15,60760
Richmond Town,560180,2025-08-16,61048
Richmond Town,560180,2025-08-17,61870
Richmond Town,560180,2025-08-18,59550
Richmond Town,560180,2025-08-19,61052
Richmond Town,560180,2025-08-20,58533
Richmond Town,560180,2025-08-21,61075
Richmond Town,560180,2025-08-22,57939
Richmond Town,560180,2025-08-23,57302
Richmond Town,560180,2025-08-24,62638
Richmond Town,560180,2025-08-25,59772
Richmond Town,560180,2025-08-26,61232
Richmond Town,560180,2025-08-27,59373
Richmond Town,560180,2025-08-28,62232
Richmond Town,560180,2025-08-29,60095
Richmond Town,560180,2025-08-30,62726
Richmond Town,560180,2025-08-31,60451
Richmond Town,560180,2025-09-01,60432
Richmond Town,560180,2025-09-02,59715
Richmond Town,560180,2025-09-03,57720
Richmond Town,560180,2025-09-04,60971
Richmond Town,560180,2025-09-05,58549
Richmond Town,560180,2025-09-06,58436
Richmond Town,560180,2025-09-07,57151
Richmond Town,560180,2025-09-08,58280
Richmond Town,560180,2025-09-09,59155
Richmond Town,560180,2025-09-10,59504
Richmond Town,560180,2025-09-11,58074
Richmond Town,560180,2025-09-12,61424
Richmond Town,560180,2025-09-13,58492
Richmond Town,560180,2025-09-14,61412
Richmond Town,560180,2025-09-15,58484
Richmond Town,560180,2025-09-16,60183
Richmond Town,560180,2025-09-17,62682
Richmond Town,560180,2025-09-18,59738
Richmond Town,560180,2025-09-19,63062
Richmond Town,560180,2025-09-20,58629
Richmond Town,560180,2025-09-21,58802
Richmond Town,560180,2025-09-22,61636
Richmond Town,560180,2025-09-23,62372
Richmond Town,560180,2025-09-24,62156
Richmond Town,560180,2025-09-25,57715
Richmond Town,560180,2025-09-26,62748
Richmond Town,560180,2025-09-27,58487
Richmond Town,560180,2025-09-28,60464
Richmond Town,560180,2025-09-29,60632
Richmond Town,560180,2025-09-30,61045
Richmond Town,560180,2025-10-01,57590
Richmond Town,560180,2025-10-02,59474
Richmond Town,560180,2025-10-03,58072
Richmond Town,560180,2025-10-04,59427
Richmond Town,560180,2025-10-05,57671
Richmond Town,560180,2025-10-06,62737
Richmond Town,560180,2025-10-07,57529
Richmond Town,560180,2025-10-08,62955
Richmond Town,560180,2025-10-09,58947
Richmond Town,560180,2025-10-10,62766
Richmond Town,560180,2025-10-11,61191
Richmond Town,560180,2025-10-12,58298
Richmond Town,560180,2025-10-13,61140
Richmond Town,560180,2025-10-14,59628
Richmond Town,560180,2025-10-15,61643
Richmond Town,560180,2025-10-16,60655
Richmond Town,560180,2025-10-17,59058
Richmond Town,560180,2025-10-18,58311
Richmond Town,560180,2025-10-19,62981
Richmond Town,560180,2025-10-20,59467
Richmond Town,560180,2025-10-21,59646
Richmond Town,560180,2025-10-22,57954
Richmond Town,560180,2025-10-23,58849
Richmond Town,560180,2025-10-24,58708
Richmond Town,560180,2025-10-25,61173
Richmond Town,560180,2025-10-26,58478
Richmond Town,560180,2025-10-27,57798
Richmond Town,560180,2025-10-28,58527
Richmond Town,560180,2025-10-29,58961
Richmond Town,560180,2025-10-30,63030
Richmond Town,560180,2025-10-31,59719
Richmond Town,560180,2025-11-01,61988
Richmond Town,560180,2025-11-02,60406
Richmond Town,560180,2025-11-03,59470
Richmond Town,560180,2025-11-04,57997
Richmond Town,560180,2025-11-05,57188
Richmond Town,560180,2025-11-06,59866
Richmond Town,560180,2025-11-07,62595
Richmond Town,560180,2025-11-08,60607
Richmond Town,560180,2025-11-09,60500
Richmond Town,560180,2025-11-10,58952
Richmond Town,560180,2025-11-11,58806
Richmond Town,560180,2025-11-12,58231
Richmond Town,560180,2025-11-13,58074
Richmond Town,560180,2025-11-14,62049
Richmond Town,560180,2025-11-15,59408
Richmond Town,560180,2025-11-16,62072
Richmond Town,560180,2025-11-17,58848
Richmond Town,560180,2025-11-18,61525
Richmond Town,560180,2025-11-19,62303
Richmond Town,560180,2025-11-20,62962
Richmond Town,560180,2025-11-21,59848
Richmond Town,560180,2025-11-22,60510
Richmond Town,560180,2025-11-23,59094
Richmond Town,560180,2025-11-24,60312
Richmond Town,560180,2025-11-25,58140
Richmond Town,560180,2025-11-26,60424
Richmond Town,560180,2025-11-27,60942
Richmond Town,560180,2025-11-28,61297
Richmond Town,560180,2025-11-29,58847
Richmond Town,560180,2025-11-30,59358
Richmond Town,560180,2025-12-01,60497
Richmond Town,560180,2025-12-02,60024
Richmond Town,560180,2025-12-03,59453
Richmond Town,560180,2025-12-04,59615
Richmond Town,560180,2025-12-05,58732
Richmond Town,560180,2025-12-06,59804
Richmond Town,560180,2025-12-07,58550
Richmond Town,560180,2025-12-08,59307
Richmond Town,560180,2025-12-09,62597
Richmond Town,560180,2025-12-10,60207
Richmond Town,560180,2025-12-11,57138
Richmond Town,560180,2025-12-12,62691
Richmond Town,560180,2025-12-13,58404
Richmond Town,560180,2025-12-14,59828
Richmond Town,560180,2025-12-15,62571
Richmond Town,560180,2025-12-16,62821
Richmond Town,560180,2025-12-17,61021
Richmond Town,560180,2025-12-18,60488
Richmond Town,560180,2025-12-19,58872
Richmond Town,560180,2025-12-20,59270
Richmond Town,560180,2025-12-21,59080
Richmond Town,560180,2025-12-22,60657
Richmond Town,560180,2025-12-23,58928
Richmond Town,560180,2025-12-24,61307
Richmond Town,560180,2025-12-25,58377
Richmond Town,560180,2025-12-26,58310
Richmond Town,560180,2025-12-27,62452
Richmond Town,560180,2025-12-28,60303
Richmond Town,560180,2025-12-29,61902
Richmond Town,560180,2025-12-30,58868
Richmond Town,560180,2025-12-31,57782
Kengeri,560063,2025-01-01,39052
Kengeri,560063,2025-01-02,37634
Kengeri,560063,2025-01-03,35356
Kengeri,560063,2025-01-04,37694
Kengeri,560063,2025-01-05,37119
Kengeri,560063,2025-01-06,37499
Kengeri,560063,2025-01-07,38333
Kengeri,560063,2025-01-08,37044
Kengeri,560063,2025-01-09,34724
Kengeri,560063,2025-01-10,35635
Kengeri,560063,2025-01-11,34532
Kengeri,560063,2025-01-12,38702
Kengeri,560063,2025-01-13,39324
Kengeri,560063,2025-01-14,36740
Kengeri,560063,2025-01-15,40005
Kengeri,560063,2025-01-16,36527
Kengeri,560063,2025-01-17,37735
Kengeri,560063,2025-01-18,39925
Kengeri,560063,2025-01-19,38035
Kengeri,560063,2025-01-20,37498
Kengeri,560063,2025-01-21,34326
Kengeri,560063,2025-01-22,36066
Kengeri,560063,2025-01-23,35940
Kengeri,560063,2025-01-24,38713
Kengeri,560063,2025-01-25,34298
Kengeri,560063,2025-01-26,40052
Kengeri,560063,2025-01-27,34744
Kengeri,560063,2025-01-28,38908
Kengeri,560063,2025-01-29,37613
Kengeri,560063,2025-01-30,38190
Kengeri,560063,2025-01-31,34584
Kengeri,560063,2025-02-01,36764
Kengeri,560063,2025-02-02,37093
Kengeri,560063,2025-02-03,36940
Kengeri,560063,2025-02-04,35696
Kengeri,560063,2025-02-05,35748
Kengeri,560063,2025-02-06,40055
Kengeri,560063,2025-02-07,35284
Kengeri,560063,2025-02-08,37267
Kengeri,560063,2025-02-09,35653
Kengeri,560063,2025-02-10,35175
Kengeri,560063,2025-02-11,37944
Kengeri,560063,2025-02-12,39695
Kengeri,560063,2025-02-13,38453
Kengeri,560063,2025-02-14,36096
Kengeri,560063,2025-02-15,37936
Kengeri,560063,2025-02-16,34215
Kengeri,560063,2025-02-17,38715
